#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:04:30Z,-0.2314285714285714,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:04:40Z,-0.24,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:04:50Z,-0.2866666666666667,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:05:00Z,-0.25285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:05:10Z,-0.24,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:05:20Z,-0.27166666666666667,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:05:30Z,-0.25285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:05:40Z,-0.25285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:05:50Z,-0.26,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:06:00Z,-0.27142857142857146,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:06:10Z,-0.23428571428571426,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:06:20Z,-0.25833333333333336,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-31T00:06:30Z,-0.25,ax,mqtt_consumer,7ada292730b7,Encostas/dados
